n,alpha,T_c
47,0.48,0.40272296432690313
47,0.49,0.406826158248226
47,0.5,0.4111098507069908
47,0.51,0.41591697511403675
47,0.52,0.42041473845752636
47,0.53,0.42464650045818425
47,0.54,0.4289664080929788
47,0.55,0.4335572206020259
47,0.56,0.4377504749247563
47,0.57,0.44104042489579176
47,0.58,0.44487982193959585
47,0.59,0.44924538140802184
47,0.6,0.4542551187353974
47,0.61,0.45773418076634154
47,0.62,0.4613537821581428
47,0.63,0.4657239293685818
47,0.64,0.46963907585732134
47,0.65,0.4736340620832945
47,0.66,0.47731002338638434
47,0.67,0.4812522134248974
47,0.68,0.4860046954538
47,0.69,0.49079432162258463
47,0.7,0.4952711769389526
47,0.71,0.4989729304007315
47,0.72,0.5032053559150548
47,0.73,0.5074246095844395
47,0.74,0.5116462819807108
47,0.75,0.516053099226062
47,0.76,0.5196866375995753
47,0.77,0.5234959635171124
47,0.78,0.5275041777210362
47,0.79,0.5321903989816161
47,0.8,0.5365602712570514
47,0.81,0.5417510914565428
47,0.82,0.5471233993538508
47,0.83,0.5518947094719872
47,0.84,0.5564579030137894
47,0.85,0.561862764488125
47,0.86,0.5656473825007623
47,0.87,0.570479024088823
47,0.88,0.57606774485462
47,0.89,0.5815631803287966
47,0.9,0.5871977270082805
47,0.91,0.5930458245965994
47,0.92,0.5995820600661786
47,0.93,0.6057924996827513
47,0.94,0.6125809802094615
47,0.95,0.6217931994777189
47,0.96,0.6305968878014986
47,0.97,0.6416072624848971
47,0.98,0.6581795122924119
47,0.99,0.6766753980371588
48,0.01,0.047129361277167534
48,0.02,0.06491160201242134
48,0.03,0.08228705682387338
48,0.04,0.09645846340353115
48,0.05,0.10972369947194593
48,0.06,0.12416610267534628
48,0.07,0.13670510472519984
48,0.08,0.1471462957564766
48,0.09,0.15667558420141395
48,0.1,0.16742734347012572
48,0.11,0.1749905215594127
48,0.12,0.18343661129166342
48,0.13,0.19339888476676462
48,0.14,0.20339954381862277
48,0.15,0.2110525370805647
48,0.16,0.2188571695720327
48,0.17,0.22620242924068903
48,0.18,0.23319629538544087
48,0.19,0.2418906790669322
48,0.2,0.2495497347441968
48,0.21,0.25618679545946504
48,0.22,0.2630115274378198
48,0.23,0.26987052440629167
48,0.24,0.27776947320479783
48,0.25,0.28397495647405224
48,0.26,0.28905406847801546
48,0.27,0.29571890428713143
48,0.28,0.3012909529360703
48,0.29,0.308412323878236
48,0.3,0.31569591447345585
48,0.31,0.32204682220566583
48,0.32,0.3280294257364005
48,0.33,0.3331436493016548
48,0.34,0.3393051791983788
48,0.35,0.3451676737004229
48,0.36,0.3509465444960925
48,0.37,0.35686837838809293
48,0.38,0.36270517354455534
48,0.39,0.3676499804906483
48,0.4,0.3729409828721196
48,0.41,0.3785652774574737
48,0.42,0.3839526133043455
48,0.43,0.3891747376274602
48,0.44,0.3928580606910565
48,0.45,0.39791164652771266
48,0.46,0.4028261847485989
48,0.47,0.4071058021501409
48,0.48,0.4119942426640816
48,0.49,0.41606114822386897
48,0.5,0.4206145102200679
48,0.51,0.42501866896284285
48,0.52,0.4281158337906277
48,0.53,0.43254213048331536
48,0.54,0.4370571010746032
48,0.55,0.4412106648936138
48,0.56,0.44571961961932577
48,0.57,0.45020187635362324
48,0.58,0.45384480443192926
48,0.59,0.45841288491856536
48,0.6,0.46264086727075826
48,0.61,0.4667077121600805
48,0.62,0.4711578761476677
48,0.63,0.4756811040902697
48,0.64,0.47939326809389404
48,0.65,0.48311503099864656
48,0.66,0.48705106826442335
48,0.67,0.49132522306584486
48,0.68,0.49515503906656666
48,0.69,0.4985213804974095
48,0.7,0.5023377378118433
48,0.71,0.5063087490031684
48,0.72,0.5102122509003546
48,0.73,0.5143517156596826
48,0.74,0.518380061792506
48,0.75,0.5217999430693812
48,0.76,0.5262712287163765
48,0.77,0.5299270822956426
48,0.78,0.5354519054786596
48,0.79,0.5397090965824581
48,0.8,0.544408629965999
48,0.81,0.5492600572709254
48,0.82,0.5538200593258491
48,0.83,0.5590866129697423
48,0.84,0.5652098220452468
48,0.85,0.5701869192277953
48,0.86,0.5749624511789975
48,0.87,0.5796579228606067
48,0.88,0.5846965570885235
48,0.89,0.5897417209014914
48,0.9,0.5954512354696264
48,0.91,0.6022694778830678
48,0.92,0.609690192831801
48,0.93,0.6162756017548835
48,0.94,0.6234120835736027
48,0.95,0.6317789891374633
48,0.96,0.6403510488582582
48,0.97,0.6515020470393952
48,0.98,0.665844426037909
48,0.99,0.6860268605675155
49,0.01,0.044365185005124375
49,0.02,0.06596301680344559
49,0.03,0.08131478454647936
49,0.04,0.09636726562121471
49,0.05,0.10883879464136048
49,0.06,0.12234551754450168
49,0.07,0.13534697220308797
49,0.08,0.14536410544091571
49,0.09,0.15799324660783606
49,0.1,0.1702794525912245
49,0.11,0.1792060269084378
49,0.12,0.18845430406314503
49,0.13,0.197060951379154
49,0.14,0.20573284134234437
49,0.15,0.21328755495929116
49,0.16,0.2221314898338165
49,0.17,0.231697086057893
49,0.18,0.24050504391754765
49,0.19,0.248490150412479
49,0.2,0.25600178170441595
49,0.21,0.2634630542750424
49,0.22,0.27159444018389983
49,0.23,0.27972513543161137
49,0.24,0.2863585759446987
49,0.25,0.29331291171564333
49,0.26,0.30115480131870315
49,0.27,0.30765140071823616
49,0.28,0.31369499887871244
49,0.29,0.32021115754761653
49,0.3,0.3265983164601954
49,0.31,0.33206304565573264
49,0.32,0.3380899945091037
49,0.33,0.3433083632775611
49,0.34,0.3482857391045989
49,0.35,0.35414353268152904
49,0.36,0.3589632033309267
49,0.37,0.36482528739006687
49,0.38,0.37091695853128936
49,0.39,0.37566907915843595
49,0.4,0.38056001738700285
49,0.41,0.38582383789945734
49,0.42,0.39104535608581414
49,0.43,0.39614643397915245
49,0.44,0.40090006438589526
49,0.45,0.4058684275248895
49,0.46,0.4104905129926654
49,0.47,0.4149709662125109
49,0.48,0.4200152575460855
49,0.49,0.4240418055577357
49,0.5,0.4280770977328887
49,0.51,0.4318097764671678
49,0.52,0.43675882740791
49,0.53,0.44049890794022967
49,0.54,0.44513319091331677
49,0.55,0.44975029484580814
49,0.56,0.45399759622603075
49,0.57,0.4580346938298106
49,0.58,0.46260572278685685
49,0.59,0.46633025919856175
49,0.6,0.47054058743865174
49,0.61,0.4754444939613358
49,0.62,0.47964979080206976
49,0.63,0.48302918171388937
49,0.64,0.48696217218259824
49,0.65,0.4910370479345129
49,0.66,0.49557307206668794
49,0.67,0.5005172642976905
49,0.68,0.503972103016192
49,0.69,0.5082824246904396
49,0.7,0.5126428849126666
49,0.71,0.5168815446684603
49,0.72,0.5208663579967114
49,0.73,0.5251214323605662
49,0.74,0.5290079936949066
49,0.75,0.5334827588764228
49,0.76,0.5379234746372062
49,0.77,0.542135944676925
49,0.78,0.5467554168954473
49,0.79,0.5513355421277656
49,0.8,0.5563069772038386
49,0.81,0.560527688682977
49,0.82,0.5656572268002604
49,0.83,0.5715164257378835
49,0.84,0.5758633827751913
49,0.85,0.5801277473224785
49,0.86,0.5854740134366475
49,0.87,0.5909204297151527
49,0.88,0.5957998514546748
49,0.89,0.6010712268665075
49,0.9,0.6068701746103811
49,0.91,0.6130390049169196
49,0.92,0.6191519979932982
49,0.93,0.6250257561376117
49,0.94,0.6317429456707122
49,0.95,0.6402244229959977
49,0.96,0.6498330452328909
49,0.97,0.6604322765014531
49,0.98,0.6747572364903598
49,0.99,0.6917969184341785
50,0.01,0.047001375745768535
50,0.02,0.0670239619996897
50,0.03,0.0827317112649485
50,0.04,0.09599745796190647
50,0.05,0.11009833110313665
50,0.06,0.1221428059296342
50,0.07,0.13663225193523418
50,0.08,0.1479416833165352
50,0.09,0.16001607106166338
50,0.1,0.17114225342625042
50,0.11,0.18278272927087394
50,0.12,0.1929989272005194
50,0.13,0.2009147130168683
50,0.14,0.2097672226955913
50,0.15,0.21938800578790923
50,0.16,0.22822304103585428
50,0.17,0.23742581479433705
50,0.18,0.24601818853585264
50,0.19,0.25347770927224544
50,0.2,0.2615074284116769
50,0.21,0.2694731480664246
50,0.22,0.2768558966869639
50,0.23,0.2849078086096789
50,0.24,0.2915095053155628
50,0.25,0.2986138544298269
50,0.26,0.30518997198917747
50,0.27,0.3119389185850593
50,0.28,0.3185573740031859
50,0.29,0.32462832726873425
50,0.3,0.33068174978718123
50,0.31,0.3354536666023093
50,0.32,0.3410560022148973
50,0.33,0.3474498278930987
50,0.34,0.3530055508076023
50,0.35,0.3585703324183569
50,0.36,0.3636020621774097
50,0.37,0.3702006386351429
50,0.38,0.3755659301856977
50,0.39,0.38142981211726884
50,0.4,0.38651394035450376
50,0.41,0.3919577315971584
50,0.42,0.39746280957035984
50,0.43,0.40346190281779803
50,0.44,0.40858972821158673
50,0.45,0.4135674408176849
50,0.46,0.41759630203986875
50,0.47,0.4216179911850781
50,0.48,0.42616037233424175
50,0.49,0.4306306954991377
50,0.5,0.43550679073546184
50,0.51,0.44039464801045614
50,0.52,0.4448796847090322
50,0.53,0.4494953010777649
50,0.54,0.45352770078907173
50,0.55,0.4582192055723801
50,0.56,0.46311370263544815
50,0.57,0.46682161124286264
50,0.58,0.47102225121672897
50,0.59,0.47504879713178005
50,0.6,0.480005871153005
50,0.61,0.4846130694099677
50,0.62,0.48872820382733717
50,0.63,0.4928805337007847
50,0.64,0.4967805431537055
50,0.65,0.5006992815298165
50,0.66,0.5057696074364155
50,0.67,0.5096702170607598
50,0.68,0.513456886773579
50,0.69,0.5182901517009769
50,0.7,0.5224080884630176
50,0.71,0.5266126521501838
50,0.72,0.5312079188633846
50,0.73,0.5343195019825788
50,0.74,0.538861508241704
50,0.75,0.5428357471573426
50,0.76,0.5477160510169234
50,0.77,0.5517745003431321
50,0.78,0.5559311609622576
50,0.79,0.5606675458862901
50,0.8,0.5654412437619496
50,0.81,0.57052722752545
50,0.82,0.5746781470324721
50,0.83,0.5789349063792217
50,0.84,0.5832296397797576
50,0.85,0.5881531052976655
50,0.86,0.5934672547941013
50,0.87,0.5992839782661399
50,0.88,0.6042939841443681
50,0.89,0.6098602568600483
50,0.9,0.6153567854158702
50,0.91,0.6200613796603276
50,0.92,0.6274147360016816
50,0.93,0.6339789032326796
50,0.94,0.6414681569335208
50,0.95,0.6496251410525634
50,0.96,0.6603086990249105
50,0.97,0.669846298622312
50,0.98,0.6816340814259533
50,0.99,0.7037753779152648
51,0.01,0.04504004579200456
51,0.02,0.06757802473247788
51,0.03,0.08387710962229536
51,0.04,0.09827098134297725
51,0.05,0.11318566337416376
51,0.06,0.12775695997470934
51,0.07,0.1401727440084191
51,0.08,0.15230891402588378
51,0.09,0.16320891742874
51,0.1,0.17384954432187133
51,0.11,0.18461200964977786
51,0.12,0.19321282686072955
51,0.13,0.20303797129786857
51,0.14,0.2120851631485161
51,0.15,0.22285629620004763
51,0.16,0.23152920730558557
51,0.17,0.23927727445966535
51,0.18,0.24847398204511065
51,0.19,0.2568710267757485
51,0.2,0.26349045303888746
51,0.21,0.27164316064331145
51,0.22,0.28010014480684503
51,0.23,0.28719331723059055
51,0.24,0.2953940588901888
51,0.25,0.30284193326817654
51,0.26,0.309826278757367
51,0.27,0.3161294469200154
51,0.28,0.3221713309570929
51,0.29,0.3283501855380961
51,0.3,0.3341368246801364
51,0.31,0.3407187929068121
51,0.32,0.3463045113429416
51,0.33,0.3522952510623033
51,0.34,0.3582783764696568
51,0.35,0.36467793445349095
51,0.36,0.37044921782570894
51,0.37,0.37620449245107795
51,0.38,0.3819974714519858
51,0.39,0.38779048542789024
51,0.4,0.3925534672028504
51,0.41,0.3974485779073679
51,0.42,0.40263228683799157
51,0.43,0.40720932206554766
51,0.44,0.41285480228461763
51,0.45,0.41774386414797304
51,0.46,0.42279352972230366
51,0.47,0.4283346817838807
51,0.48,0.4332627986232116
51,0.49,0.4384406563912741
51,0.5,0.44302616894431013
51,0.51,0.4483833831445878
51,0.52,0.4529625572382225
51,0.53,0.45762482761926165
51,0.54,0.4626916412267185
51,0.55,0.4672971871918882
51,0.56,0.47130336883247415
51,0.57,0.4751627651457725
51,0.58,0.47829233096811213
51,0.59,0.48204641091143124
51,0.6,0.4866049317016862
51,0.61,0.49154924937589695
51,0.62,0.495683216623811
51,0.63,0.4997824506064538
51,0.64,0.5043132245116781
51,0.65,0.508545203063052
51,0.66,0.5124884485830893
51,0.67,0.5165582672286563
51,0.68,0.5205389364022013
51,0.69,0.525857216431893
51,0.7,0.5294284451022181
51,0.71,0.5343149531824257
51,0.72,0.5389800374707543
51,0.73,0.5427124950593631
51,0.74,0.5471062237449233
51,0.75,0.5515121438864169
51,0.76,0.5547949616304694
51,0.77,0.5591946752868444
51,0.78,0.5632194115432076
51,0.79,0.5688203589053249
51,0.8,0.5735785127701765
51,0.81,0.5784954363432555
51,0.82,0.5834323562685015
51,0.83,0.5885936479906698
51,0.84,0.5918295558143283
51,0.85,0.5959313312465319
51,0.86,0.6013150341863116
51,0.87,0.6064397004750025
51,0.88,0.611176018509835
51,0.89,0.6166590199803749
51,0.9,0.6232059468638345
51,0.91,0.6292970319125935
51,0.92,0.6352996187492477
51,0.93,0.641969131363405
51,0.94,0.64987959956607
51,0.95,0.6574797608557428
51,0.96,0.6655727847600095
51,0.97,0.6745482517360627
51,0.98,0.6869156477250039
51,0.99,0.7029087500259777
52,0.01,0.04848087706101398
52,0.02,0.06855792077539662
52,0.03,0.08458609238279964
52,0.04,0.10053857316844811
52,0.05,0.11618570532962327
52,0.06,0.12910364197361304
52,0.07,0.14353576610086433
52,0.08,0.1559820330980885
52,0.09,0.16803888547004436
52,0.1,0.17904690373429408
52,0.11,0.1913361691129235
52,0.12,0.20038076275965025
52,0.13,0.2110202851099464
52,0.14,0.22069799617930247
52,0.15,0.2305947704680449
52,0.16,0.2394812647541738
52,0.17,0.24941489532521016
52,0.18,0.257235173503886
52,0.19,0.2667219635117365
52,0.2,0.2746492268415266
52,0.21,0.282748296375869
52,0.22,0.29077851494920715
52,0.23,0.2982824877018165
52,0.24,0.30560528695743777
52,0.25,0.31206186796116364
52,0.26,0.31820424204227443
52,0.27,0.32550231054481327
52,0.28,0.3328856562911734
52,0.29,0.3385535794209947
52,0.3,0.3449368479542514
52,0.31,0.3509829961943701
52,0.32,0.35726130097189773
52,0.33,0.36304670698427965
52,0.34,0.3693345696628088
52,0.35,0.37536349440207617
52,0.36,0.381592688621864
52,0.37,0.387493568751387
52,0.38,0.3926054290507963
52,0.39,0.39863969669543614
52,0.4,0.4041075439058255
52,0.41,0.4092721959221499
52,0.42,0.4139489237534278
52,0.43,0.41988642003448656
52,0.44,0.4252262066513767
52,0.45,0.429460764226469
52,0.46,0.43312204680930333
52,0.47,0.4386370020664532
52,0.48,0.44361700678067223
52,0.49,0.44809196588810907
52,0.5,0.4528923308535813
52,0.51,0.457433451621432
52,0.52,0.46240274310203344
52,0.53,0.4673214781877117
52,0.54,0.4714870642422876
52,0.55,0.47596515454826993
52,0.56,0.4805737314469155
52,0.57,0.4846178205369943
52,0.58,0.48941409008694037
52,0.59,0.493702664051861
52,0.6,0.4986786944102625
52,0.61,0.5028412709630736
52,0.62,0.5071899386687906
52,0.63,0.5111930336185644
52,0.64,0.5159386264771062
52,0.65,0.5199623288587288
52,0.66,0.5242072843172595
52,0.67,0.5286849568685114
52,0.68,0.5323967232042857
52,0.69,0.5367572110190189
52,0.7,0.5407470716815569
52,0.71,0.5452523950866301
52,0.72,0.5492986361999416
52,0.73,0.553423343747937
52,0.74,0.5571583876419419
52,0.75,0.5614029707610911
52,0.76,0.5661921801588037
52,0.77,0.5696525914935089
52,0.78,0.5735459966189183
52,0.79,0.5780974866144601
52,0.8,0.583479503042335
52,0.81,0.58791605315897
52,0.82,0.5935334519066168
52,0.83,0.5986817553568634
52,0.84,0.6038157136870688
52,0.85,0.6081017628005811
52,0.86,0.6129159303175026
52,0.87,0.6174909686431096
52,0.88,0.6225798668848224
52,0.89,0.6282838219903881
52,0.9,0.6339695313587104
52,0.91,0.639366832553347
52,0.92,0.6456304600990623
52,0.93,0.651460676374812
52,0.94,0.6581031282692361
52,0.95,0.6658349289882785
52,0.96,0.6750137179261265
52,0.97,0.6863370138529286
52,0.98,0.6972605874852299
52,0.99,0.7138100764743334
53,0.01,0.047065941090235326
53,0.02,0.06801928412010701
53,0.03,0.08500228171529384
53,0.04,0.10038760590907704
53,0.05,0.11452684018823589
53,0.06,0.12809786435049722
53,0.07,0.14312652507277188
53,0.08,0.15715136552669315
53,0.09,0.16832262509650367
53,0.1,0.17917548050414261
53,0.11,0.19070190486496305
53,0.12,0.2011353242709339
53,0.13,0.21106818670884483
53,0.14,0.22066952835816372
53,0.15,0.2306276489807043
53,0.16,0.23934625399757775
53,0.17,0.24901285890249805
53,0.18,0.2595541087475692
53,0.19,0.26856982886592057
53,0.2,0.27595718666046287
53,0.21,0.2831576819242238
53,0.22,0.29139011959767425
53,0.23,0.2981590424286801
53,0.24,0.30627191490932587
53,0.25,0.31375806202298206
53,0.26,0.3221593979006527
53,0.27,0.3294354360604473
53,0.28,0.3365063577832187
53,0.29,0.34404710627570384
53,0.3,0.3519300238045275
53,0.31,0.35841943082113514
53,0.32,0.3650598194036907
53,0.33,0.3712348908061399
53,0.34,0.3783946183613604
53,0.35,0.3844154344550994
53,0.36,0.38997729483814664
53,0.37,0.39574953999131773
53,0.38,0.40118993168755657
53,0.39,0.4072016234853036
53,0.4,0.4120286337787461
53,0.41,0.4170823220929926
53,0.42,0.42293378467416803
53,0.43,0.42840602607988415
53,0.44,0.43433255763767104
53,0.45,0.439178524611558
53,0.46,0.44450614293090795
53,0.47,0.44901931849505083
53,0.48,0.4530526241000031
53,0.49,0.4568911981113232
53,0.5,0.46122230896752336
53,0.51,0.46548048079039356
53,0.52,0.47048193343787115
53,0.53,0.47481208596626856
53,0.54,0.4790286139915319
53,0.55,0.4830449684651372
53,0.56,0.4869433403111016
53,0.57,0.4915564137291536
53,0.58,0.49605260359865305
53,0.59,0.5004977054138675
53,0.6,0.5051817189807847
53,0.61,0.5088336651871845
53,0.62,0.5123877257030741
53,0.63,0.5166909825627944
53,0.64,0.5206634429505133
53,0.65,0.5249355553694798
53,0.66,0.5289190367737711
53,0.67,0.5341199678185793
53,0.68,0.5384023823917725
53,0.69,0.5429351093262834
53,0.7,0.5477431391961539
53,0.71,0.5520042633950227
53,0.72,0.5560221030462228
53,0.73,0.5605988979335927
53,0.74,0.5647351266484733
53,0.75,0.5688306217531299
53,0.76,0.573014386235387
53,0.77,0.5769420555583522
53,0.78,0.581385506175358
53,0.79,0.5854272665711667
53,0.8,0.5891778678422729
53,0.81,0.5942126335487288
53,0.82,0.5985582711659393
53,0.83,0.6039429962009952
53,0.84,0.6088602025140705
53,0.85,0.6137189245731873
53,0.86,0.6179463592643397
53,0.87,0.6227267271639567
53,0.88,0.6287308125868997
53,0.89,0.6338947581414915
53,0.9,0.6395005922872847
53,0.91,0.645382085180457
53,0.92,0.6528182887548438
53,0.93,0.6589749261463534
53,0.94,0.6659253500695832
53,0.95,0.6735156011966926
53,0.96,0.6817796663553323
53,0.97,0.6917738885829524
53,0.98,0.7044740380099318
53,0.99,0.7183679128252813
54,0.01,0.0500363076146556
54,0.02,0.06982416069070453
54,0.03,0.08723866292189257
54,0.04,0.10112834517528452
54,0.05,0.11589072238466953
54,0.06,0.13009426113343783
54,0.07,0.14331099903029443
54,0.08,0.1555515628956225
54,0.09,0.1683652828302842
54,0.1,0.18109929488207555
54,0.11,0.19210145629468695
54,0.12,0.20150786613106383
54,0.13,0.21100393879433793
54,0.14,0.2214242115163142
54,0.15,0.23147134272238132
54,0.16,0.2400243461725083
54,0.17,0.24953352747836394
54,0.18,0.25949662518093985
54,0.19,0.26758717698063306
54,0.2,0.27650547770746436
54,0.21,0.2845160877764895
54,0.22,0.2926750247530598
54,0.23,0.3036738414978135
54,0.24,0.3104095862847726
54,0.25,0.31854912568519145
54,0.26,0.3255688516379865
54,0.27,0.33259629920838407
54,0.28,0.33862525678232275
54,0.29,0.34571533769151674
54,0.3,0.35207049016002107
54,0.31,0.3589476493105248
54,0.32,0.36556719552332007
54,0.33,0.37192337016466265
54,0.34,0.3781550034522327
54,0.35,0.3853371633608529
54,0.36,0.39126153920537804
54,0.37,0.398852772596899
54,0.38,0.4051739857852004
54,0.39,0.41026685187825424
54,0.4,0.4163907618975411
54,0.41,0.4224484486555193
54,0.42,0.4275547549350408
54,0.43,0.4328608209607062
54,0.44,0.43847940993949086
54,0.45,0.4439597239700474
54,0.46,0.44812449457282255
54,0.47,0.4530850469643064
54,0.48,0.45789925497905726
54,0.49,0.462620564399084
54,0.5,0.4676442824462266
54,0.51,0.47347986444767504
54,0.52,0.47919485540097634
54,0.53,0.4850264544930867
54,0.54,0.4896941731174603
54,0.55,0.4940259409788334
54,0.56,0.49926571242630335
54,0.57,0.5035779752677941
54,0.58,0.5080250280108782
54,0.59,0.5122052055535312
54,0.6,0.5169502956777627
54,0.61,0.5214124321482992
54,0.62,0.525876569629022
54,0.63,0.5308578009518891
54,0.64,0.5348850567729958
54,0.65,0.5380123079959119
54,0.66,0.5424299726257572
54,0.67,0.5458130929087177
54,0.68,0.5506863232307975
54,0.69,0.5542398789304842
54,0.7,0.5580589190116092
54,0.71,0.562470936782375
54,0.72,0.566047371206819
54,0.73,0.5695927115000705
54,0.74,0.5739345971056314
54,0.75,0.5784104781140121
54,0.76,0.582413977822419
54,0.77,0.5869180830763157
54,0.78,0.5910404584506952
54,0.79,0.5958098602637847
54,0.8,0.6007462113044244
54,0.81,0.6054029347102123
54,0.82,0.6098736853743384
54,0.83,0.6145469790217256
54,0.84,0.6185901870391743
54,0.85,0.623410576082529
54,0.86,0.6279758196337565
54,0.87,0.6335862934506584
54,0.88,0.6388949183230024
54,0.89,0.6445187211687561
54,0.9,0.6503770461070437
54,0.91,0.6558258311395865
54,0.92,0.661066932925519
54,0.93,0.6679641125690815
54,0.94,0.6761400049819783
54,0.95,0.68329972939486
54,0.96,0.6915667713897545
54,0.97,0.701072685237184
54,0.98,0.7127596158710303
54,0.99,0.7311764596778737
55,0.01,0.05053883271443081
55,0.02,0.07601190655284984
55,0.03,0.0938917561520133
55,0.04,0.10951603225576739
55,0.05,0.12486637936811644
55,0.06,0.13904668386059904
55,0.07,0.15254056967808322
55,0.08,0.1647900891751562
55,0.09,0.17774355552863175
55,0.1,0.1894189921618627
55,0.11,0.2014979966127119
55,0.12,0.21323341194345602
55,0.13,0.22534198236791952
55,0.14,0.2350376709762851
55,0.15,0.24442657705072146
55,0.16,0.2553695578336023
55,0.17,0.2648606134074958
55,0.18,0.2735701267320061
55,0.19,0.28023363648161115
55,0.2,0.28882111574087294
55,0.21,0.2958913954090562
55,0.22,0.30434108072153493
55,0.23,0.3133854473552042
55,0.24,0.3211551143308363
55,0.25,0.32811925490006105
55,0.26,0.3356778316736551
55,0.27,0.3429388657075704
55,0.28,0.3497023470328754
55,0.29,0.35654892476956007
55,0.3,0.36383902743976787
55,0.31,0.37114823199825975
55,0.32,0.37750875509210857
55,0.33,0.3844172977977987
55,0.34,0.39071168316920113
55,0.35,0.39766513098715073
55,0.36,0.4041181902099046
55,0.37,0.4090762580414248
55,0.38,0.4155352612394034
55,0.39,0.4200757625271797
55,0.4,0.42634549253051257
55,0.41,0.43159527328014663
55,0.42,0.437244139010722
55,0.43,0.4423826341763882
55,0.44,0.4486022232087077
55,0.45,0.45288335375565136
55,0.46,0.459002084054329
55,0.47,0.4636349892045609
55,0.48,0.46854942007497524
55,0.49,0.47359251125365087
55,0.5,0.47765973164668707
55,0.51,0.4825330278608316
55,0.52,0.4882120974773097
55,0.53,0.4934596185140508
55,0.54,0.498023116451699
55,0.55,0.5029568252053928
55,0.56,0.5067103034262456
55,0.57,0.5115131180993351
55,0.58,0.5156277854455326
55,0.59,0.5200656784648878
55,0.6,0.5244399549160399
55,0.61,0.5291184237769243
55,0.62,0.5334397006575845
55,0.63,0.5376808512028167
55,0.64,0.5420222447451595
55,0.65,0.5462720784687586
55,0.66,0.5500850306667664
55,0.67,0.5538874981923364
55,0.68,0.5594503383534468
55,0.69,0.5638059381088983
55,0.7,0.5677764471360011
55,0.71,0.5721381293933188
55,0.72,0.57598446573683
55,0.73,0.5803970512438206
55,0.74,0.5845722432802011
55,0.75,0.5882895706701816
55,0.76,0.5925266520446476
55,0.77,0.5964521924442423
55,0.78,0.6010289076042817
55,0.79,0.6050324185255127
55,0.8,0.6092011070480229
55,0.81,0.6144886399184373
55,0.82,0.6191728654557386
55,0.83,0.624139739620303
55,0.84,0.6287643094958842
55,0.85,0.6339693488353711
55,0.86,0.6383186514509034
55,0.87,0.6432585027058898
55,0.88,0.6480526181078619
55,0.89,0.6533005169164027
55,0.9,0.6590911327253883
55,0.91,0.664633021822159
55,0.92,0.6697173948432927
55,0.93,0.6747472104359887
55,0.94,0.6815883276309472
55,0.95,0.689916860803165
55,0.96,0.6976151937860481
55,0.97,0.705219069452359
55,0.98,0.716010424869674
55,0.99,0.7320160846132487
56,0.01,0.04992773042385488
56,0.02,0.07054186872270192
56,0.03,0.09130423855615435
56,0.04,0.10816572973959429
56,0.05,0.12595826060762935
56,0.06,0.1404829118726865
56,0.07,0.15508309323574115
56,0.08,0.16749741862787426
56,0.09,0.17879555541871542
56,0.1,0.19031254808860654
56,0.11,0.2000256775715172
56,0.12,0.21115664689392416
56,0.13,0.22287291203658507
56,0.14,0.23232469770067438
56,0.15,0.24155030177305253
56,0.16,0.25237587128595707
56,0.17,0.26175238701733583
56,0.18,0.27025797382845096
56,0.19,0.277776746322872
56,0.2,0.28703672303655725
56,0.21,0.29608725707684247
56,0.22,0.30570123235701274
56,0.23,0.31419340876215524
56,0.24,0.32181726225321455
56,0.25,0.3298718739109585
56,0.26,0.33716415912217046
56,0.27,0.3450039715141655
56,0.28,0.3523414409264957
56,0.29,0.35852919459036997
56,0.3,0.36507442529284584
56,0.31,0.37075743480360174
56,0.32,0.37808496856018153
56,0.33,0.3841645053254347
56,0.34,0.3911439213259596
56,0.35,0.3974613381007832
56,0.36,0.40418950274165877
56,0.37,0.41114896070502793
56,0.38,0.41805801936600423
56,0.39,0.42408055129669425
56,0.4,0.4295842124400472
56,0.41,0.43582945265861583
56,0.42,0.4407934630351768
56,0.43,0.44660372082194116
56,0.44,0.4524964834825385
56,0.45,0.45844151821720963
56,0.46,0.46378313183576936
56,0.47,0.4689607648271589
56,0.48,0.4740039708692624
56,0.49,0.478628614818191
56,0.5,0.4846620114158078
56,0.51,0.4891286359995519
56,0.52,0.4936339414480952
56,0.53,0.4982725442463099
56,0.54,0.5027965371295569
56,0.55,0.5063540573887483
56,0.56,0.511116485016906
56,0.57,0.5164316440070551
56,0.58,0.5218387006149104
56,0.59,0.5265133827640833
56,0.6,0.5313949863383267
56,0.61,0.5365652900252905
56,0.62,0.5410551195243652
56,0.63,0.5450789816578112
56,0.64,0.5496544980826324
56,0.65,0.5543594027853868
56,0.66,0.5583644014944513
56,0.67,0.5624631321359955
56,0.68,0.567139060888216
56,0.69,0.5711424356505201
56,0.7,0.574661477563856
56,0.71,0.579548242918203
56,0.72,0.5833836518056901
56,0.73,0.5878945217756931
56,0.74,0.5922684144441366
56,0.75,0.5970362317886917
56,0.76,0.601184451385913
56,0.77,0.6059331909689548
56,0.78,0.6099644026092639
56,0.79,0.6137748532753353
56,0.8,0.617764326080209
56,0.81,0.6218985078513818
56,0.82,0.6265199364545428
56,0.83,0.6303778130668938
56,0.84,0.6345908572641625
56,0.85,0.6387686649276029
56,0.86,0.6426782064624259
56,0.87,0.6478754606669657
56,0.88,0.6531576963911656
56,0.89,0.6580828388203458
56,0.9,0.6626249571002558
56,0.91,0.6674459303269756
56,0.92,0.6737824702594801
56,0.93,0.6803793560885665
