n,alpha,T_c
23,0.18,0.146511461380179
23,0.19,0.1512909085863888
23,0.2,0.15615973701150437
23,0.21,0.16069343549221443
23,0.22,0.1658791550898231
23,0.23,0.1705990269860243
23,0.24,0.1760475617904845
23,0.25,0.18033130291829616
23,0.26,0.18533339187147352
23,0.27,0.18976293138591924
23,0.28,0.1943701096421539
23,0.29,0.19841754821996907
23,0.3,0.20285516210185328
23,0.31,0.20705084543680646
23,0.32,0.21060348208017954
23,0.33,0.2139365798732226
23,0.34,0.21767193119959466
23,0.35,0.22160164520418074
23,0.36,0.2249624122173656
23,0.37,0.22908177148359074
23,0.38,0.2334497665146378
23,0.39,0.23726586216178125
23,0.4,0.24138544630735026
23,0.41,0.24488786536736282
23,0.42,0.24844607897231724
23,0.43,0.2522977612804132
23,0.44,0.2559371615924199
23,0.45,0.25949756949923336
23,0.46,0.2635403939206691
23,0.47,0.266365997513972
23,0.48,0.26991842487832945
23,0.49,0.27304112896308175
23,0.5,0.276979989227515
23,0.51,0.2803795966494159
23,0.52,0.28447147947452545
23,0.53,0.2875473935739021
23,0.54,0.29087624019750413
23,0.55,0.2943589696612111
23,0.56,0.29851589299563064
23,0.57,0.3013577621966338
23,0.58,0.30460867988973955
23,0.59,0.30832294606905564
23,0.6,0.3116075256238041
23,0.61,0.3145834922881769
23,0.62,0.3175921560408127
23,0.63,0.3205231617730924
23,0.64,0.3231700883087659
23,0.65,0.32597139375923906
23,0.66,0.3295915321953708
23,0.67,0.33286916423162477
23,0.68,0.3357403749856477
23,0.69,0.3384543928636467
23,0.7,0.34165883061157476
23,0.71,0.34495644759399396
23,0.72,0.3479608585070323
23,0.73,0.350539961717711
23,0.74,0.3531024688917464
23,0.75,0.3564643370881686
23,0.76,0.36008666335295575
23,0.77,0.36346919642242714
23,0.78,0.3666609996415079
23,0.79,0.369546940254661
23,0.8,0.37268581358033953
23,0.81,0.3762668994293355
23,0.82,0.3792575174513265
23,0.83,0.3824011351293256
23,0.84,0.3861245294447291
23,0.85,0.3893197599995755
23,0.86,0.39288573726998655
23,0.87,0.3958738859817599
23,0.88,0.3993723818304083
23,0.89,0.40309829778015105
23,0.9,0.40752396686127007
23,0.91,0.4112582747146618
23,0.92,0.4156971867444078
23,0.93,0.420593949297749
23,0.94,0.42674605386304904
23,0.95,0.43412126722840966
23,0.96,0.44121708702408785
23,0.97,0.4509933155391867
23,0.98,0.4618397163438049
23,0.99,0.47716446921599687
24,0.01,0.03166351239621674
24,0.02,0.04203128751096937
24,0.03,0.05249284025153128
24,0.04,0.060999826545974925
24,0.05,0.0688406737634026
24,0.06,0.0767159326027758
24,0.07,0.0847619195425611
24,0.08,0.09226120705072909
24,0.09,0.0991073843177505
24,0.1,0.10650110851522014
24,0.11,0.11421834722009472
24,0.12,0.12018709152215686
24,0.13,0.126053523948858
24,0.14,0.1310280888156473
24,0.15,0.1366484282447095
24,0.16,0.14167881329604268
24,0.17,0.14686573065672925
24,0.18,0.15245953336355672
24,0.19,0.15683439778857736
24,0.2,0.16056437282377234
24,0.21,0.16431066125095434
24,0.22,0.16975361155935104
24,0.23,0.1741133892962806
24,0.24,0.17987864441554846
24,0.25,0.18393159601181638
24,0.26,0.18895421307967178
24,0.27,0.19370806569028973
24,0.28,0.19815236543291706
24,0.29,0.20235113529522847
24,0.3,0.2063143556000955
24,0.31,0.21061290610734693
24,0.32,0.21458258443486633
24,0.33,0.21903809952600503
24,0.34,0.2226082086703234
24,0.35,0.22748355308335844
24,0.36,0.23086877245333304
24,0.37,0.23427862311266381
24,0.38,0.23736785201703658
24,0.39,0.2410824345702289
24,0.4,0.2447315739669858
24,0.41,0.2483471566239598
24,0.42,0.25180694960787453
24,0.43,0.2552850930168221
24,0.44,0.2590201969936229
24,0.45,0.2629070521972292
24,0.46,0.2666107862289958
24,0.47,0.2708597507394394
24,0.48,0.2734426900790853
24,0.49,0.27747884537430595
24,0.5,0.2810141113248732
24,0.51,0.2843682754425165
24,0.52,0.28758655262015653
24,0.53,0.2909304707840483
24,0.54,0.29448714246288915
24,0.55,0.298100820264397
24,0.56,0.30135096397653777
24,0.57,0.3047209722178108
24,0.58,0.30816721998745666
24,0.59,0.31137106774745493
24,0.6,0.3147641018862699
24,0.61,0.3184456342814931
24,0.62,0.3216975072828562
24,0.63,0.3249636625177503
24,0.64,0.32857234393242607
24,0.65,0.33195129386622163
24,0.66,0.3348771069887871
24,0.67,0.3376934209086641
24,0.68,0.3410985362335526
24,0.69,0.3444668837420681
24,0.7,0.34770960481630686
24,0.71,0.3504348728608982
24,0.72,0.3536105892969683
24,0.73,0.35622499246822986
24,0.74,0.3596948772458279
24,0.75,0.3626515477815463
24,0.76,0.3659080664074568
24,0.77,0.3687263567567668
24,0.78,0.3715222758574283
24,0.79,0.37484115183510325
24,0.8,0.3778419500947112
24,0.81,0.38129512093260925
24,0.82,0.3840609327312599
24,0.83,0.3872976724518149
24,0.84,0.39076373970873385
24,0.85,0.39397348831917245
24,0.86,0.3977119630229133
24,0.87,0.4012211890736199
24,0.88,0.4050619670955399
24,0.89,0.4087037843630442
24,0.9,0.41244445226866944
24,0.91,0.4174654759002502
24,0.92,0.4223449090749374
24,0.93,0.42811211033507607
24,0.94,0.43315295064992426
24,0.95,0.43939839993642404
24,0.96,0.44648889196975416
24,0.97,0.45561995405135536
24,0.98,0.4685611929760592
24,0.99,0.48824268384703173
25,0.01,0.031813289588307994
25,0.02,0.04199270347177746
25,0.03,0.05173532664385923
25,0.04,0.058838699197462326
25,0.05,0.06697621077859772
25,0.06,0.07642016877340856
25,0.07,0.08332736584161811
25,0.08,0.08979667388656754
25,0.09,0.09675695621797271
25,0.1,0.10355164211667733
25,0.11,0.11032854354459021
25,0.12,0.11788539802878335
25,0.13,0.12421627395691134
25,0.14,0.1304276748590312
25,0.15,0.13602861219222703
25,0.16,0.14209614443272028
25,0.17,0.14719136153267004
25,0.18,0.15306007248602685
25,0.19,0.15804152913237834
25,0.2,0.16405958724031433
25,0.21,0.16872278403797064
25,0.22,0.17325566384431412
25,0.23,0.1771078377200382
25,0.24,0.1812288156569769
25,0.25,0.18619211333356012
25,0.26,0.19099132034446942
25,0.27,0.19526351059633965
25,0.28,0.19932191658048015
25,0.29,0.2042216746357443
25,0.3,0.20926640691115642
25,0.31,0.21369988356260078
25,0.32,0.21792601279974125
25,0.33,0.22181462641559543
25,0.34,0.22538093260242598
25,0.35,0.22950709834413602
25,0.36,0.2334125674125407
25,0.37,0.23735327850941867
25,0.38,0.24204759621430533
25,0.39,0.24602579746625816
25,0.4,0.24987192733956143
25,0.41,0.2542186390838468
25,0.42,0.25767726140841807
25,0.43,0.26115485889410744
25,0.44,0.2644239469844269
25,0.45,0.26840796625209207
25,0.46,0.27229378409409377
25,0.47,0.27571284645562943
25,0.48,0.2792746320059161
25,0.49,0.28230581737128624
25,0.5,0.285007042033823
25,0.51,0.28823333622248526
25,0.52,0.29142606189956555
25,0.53,0.295715402251038
25,0.54,0.2985983089727266
25,0.55,0.3019326022950585
25,0.56,0.3055496486581844
25,0.57,0.30933257897431715
25,0.58,0.3119388464682579
25,0.59,0.3157622579115657
25,0.6,0.31894730939472354
25,0.61,0.32224169071513165
25,0.62,0.3260212777620861
25,0.63,0.3294741353324537
25,0.64,0.3328975008626695
25,0.65,0.33632403611593203
25,0.66,0.33963883113429355
25,0.67,0.34287868694633994
25,0.68,0.34560428165670776
25,0.69,0.3488122110611666
25,0.7,0.35200225516218026
25,0.71,0.3544360233142537
25,0.72,0.357531775047172
25,0.73,0.36076743817490803
25,0.74,0.3640606448909411
25,0.75,0.36709335728985243
25,0.76,0.36989808327608253
25,0.77,0.3725584764476866
25,0.78,0.3758346388299601
25,0.79,0.3788571786351977
25,0.8,0.3819141874928779
25,0.81,0.38560840257039936
25,0.82,0.3887426523541536
25,0.83,0.3916263706179751
25,0.84,0.39547458333427726
25,0.85,0.39908090730221646
25,0.86,0.40273770896416455
25,0.87,0.4069208154156436
25,0.88,0.41066800205059756
25,0.89,0.4144356163913633
25,0.9,0.41888613132231123
25,0.91,0.42326030233861456
25,0.92,0.4283198983837011
25,0.93,0.4329814902094572
25,0.94,0.4384381000898161
25,0.95,0.44533004219173067
25,0.96,0.4546764596575807
25,0.97,0.4625424936419363
25,0.98,0.47511589489482736
25,0.99,0.4939444123447719
26,0.01,0.03304500669042717
26,0.02,0.04577785114789154
26,0.03,0.05657019720071095
26,0.04,0.06656283672668863
26,0.05,0.07435570081642591
26,0.06,0.08265909505093429
26,0.07,0.08829993595132303
26,0.08,0.09598011366845344
26,0.09,0.10293784291764747
26,0.1,0.10864016742016797
26,0.11,0.11507294023561426
26,0.12,0.12222503977032294
26,0.13,0.12790013213868415
26,0.14,0.13302817795056116
26,0.15,0.1395258484677266
26,0.16,0.14520100093538132
26,0.17,0.1508253132294128
26,0.18,0.1567706768463862
26,0.19,0.16254549903232837
26,0.2,0.1677859021915842
26,0.21,0.1726698902304845
26,0.22,0.17824085024017233
26,0.23,0.1827650276249785
26,0.24,0.18757522352719436
26,0.25,0.19184552666675067
26,0.26,0.19631109337499802
26,0.27,0.20082347687093388
26,0.28,0.2043804489381883
26,0.29,0.2093764999272207
26,0.3,0.21358235971646497
26,0.31,0.2180593443118844
26,0.32,0.2229823790216095
26,0.33,0.22659306365961845
26,0.34,0.2308586275626797
26,0.35,0.23417600315404655
26,0.36,0.23759099465821734
26,0.37,0.24213912377692373
26,0.38,0.2464070793864511
26,0.39,0.2511350043592431
26,0.4,0.2544428004323148
26,0.41,0.258439833453684
26,0.42,0.2623978523371871
26,0.43,0.2656562282122716
26,0.44,0.2693464642328191
26,0.45,0.27285110577897315
26,0.46,0.27611919898420406
26,0.47,0.28048635597623967
26,0.48,0.28462844552770816
26,0.49,0.28821411650907414
26,0.5,0.2915654312467124
26,0.51,0.2949936371218842
26,0.52,0.29845793142952365
26,0.53,0.3013862300741271
26,0.54,0.30391837864598326
26,0.55,0.30731296045127915
26,0.56,0.3101844277059208
26,0.57,0.3134491817769492
26,0.58,0.31664671332565014
26,0.59,0.3205976804179458
26,0.6,0.32341811818994437
26,0.61,0.3262709729988264
26,0.62,0.3297384416308933
26,0.63,0.3332350715403711
26,0.64,0.33662438671419065
26,0.65,0.33950083819527777
26,0.66,0.3423211837196905
26,0.67,0.34534934096495556
26,0.68,0.34870771931318895
26,0.69,0.3518598101113023
26,0.7,0.3549706747825957
26,0.71,0.35789848458617324
26,0.72,0.36029261731638035
26,0.73,0.3630981179701695
26,0.74,0.36647514776930445
26,0.75,0.3689547560051476
26,0.76,0.37213951168582365
26,0.77,0.37527011960540885
26,0.78,0.37837083360230794
26,0.79,0.382344294833278
26,0.8,0.38526802092114626
26,0.81,0.38908550071439135
26,0.82,0.3926409918932614
26,0.83,0.39587760275315914
26,0.84,0.3989804653813984
26,0.85,0.4023521149511913
26,0.86,0.4059610819356105
26,0.87,0.4105730545032352
26,0.88,0.4142993945907475
26,0.89,0.41784350496470046
26,0.9,0.4219300789963579
26,0.91,0.4272828825595861
26,0.92,0.43195079254105895
26,0.93,0.43743233096923173
26,0.94,0.44303260172832565
26,0.95,0.4490032214638322
26,0.96,0.456751948975321
26,0.97,0.46629830496318464
26,0.98,0.4783562246106967
26,0.99,0.5001913036303293
27,0.01,0.03696546814157633
27,0.02,0.04813296391275718
27,0.03,0.057658041960846125
27,0.04,0.06674416228879074
27,0.05,0.07558493954165015
27,0.06,0.08403264102039655
27,0.07,0.09288097318378437
27,0.08,0.10026501505521787
27,0.09,0.10707011492980249
27,0.1,0.11339544931114938
27,0.11,0.1194146095596536
27,0.12,0.12561659529651265
27,0.13,0.13197727405882975
27,0.14,0.13840038272641003
27,0.15,0.1442824951315975
27,0.16,0.15087886946954457
27,0.17,0.15678664785503463
27,0.18,0.1618305589119221
27,0.19,0.1681030674441723
27,0.2,0.17334813202857363
27,0.21,0.17828397914254526
27,0.22,0.18321053405314414
27,0.23,0.1881474154727168
27,0.24,0.1935297502153734
27,0.25,0.1975722921595906
27,0.26,0.2031742013815079
27,0.27,0.20713201994023192
27,0.28,0.21178598540351143
27,0.29,0.21682176183612364
27,0.3,0.22087747172329367
27,0.31,0.22481616910942043
27,0.32,0.22854478446236293
27,0.33,0.23316092982749043
27,0.34,0.23700017702516898
27,0.35,0.24083298651918883
27,0.36,0.24519860946250158
27,0.37,0.24923343267624443
27,0.38,0.2526051489112106
27,0.39,0.2564052647047516
27,0.4,0.2605429081567772
27,0.41,0.26450341775296177
27,0.42,0.26776283648041593
27,0.43,0.27220421686163904
27,0.44,0.2756244848942681
27,0.45,0.27911573279024965
27,0.46,0.2832574899515683
27,0.47,0.28710886876061487
27,0.48,0.2903840947783623
27,0.49,0.29356223696819334
27,0.5,0.2970420978061432
27,0.51,0.30035775989881264
27,0.52,0.3036815739169434
27,0.53,0.3065125730966103
27,0.54,0.30951292644972234
27,0.55,0.31241273835604844
27,0.56,0.3159742975416631
27,0.57,0.3185993363484592
27,0.58,0.32195502453637076
27,0.59,0.32528039579488627
27,0.6,0.32795160272537954
27,0.61,0.33126227555285326
27,0.62,0.334549658624955
27,0.63,0.33833830419072985
27,0.64,0.34147560398861565
27,0.65,0.34465445355420427
27,0.66,0.3475513220487602
27,0.67,0.3509643402859355
27,0.68,0.35446686964651813
27,0.69,0.3574869243974534
27,0.7,0.36065210265246533
27,0.71,0.36348100504332204
27,0.72,0.36645057360701055
27,0.73,0.36955670884905106
27,0.74,0.3729088361048562
27,0.75,0.3759921788606891
27,0.76,0.3790007247590968
27,0.77,0.3824209998384368
27,0.78,0.3854770318847097
27,0.79,0.3885686113738776
27,0.8,0.3916080248157381
27,0.81,0.3948960127426186
27,0.82,0.3979932196349574
27,0.83,0.4008845962991304
27,0.84,0.4044562467474394
27,0.85,0.40849246435996084
27,0.86,0.41176405153619566
27,0.87,0.41484125690695534
27,0.88,0.4192767165222534
27,0.89,0.4229781445144046
27,0.9,0.42730230270285213
27,0.91,0.4325030338954079
27,0.92,0.438079069118867
27,0.93,0.44523824368040454
27,0.94,0.4520214648352175
27,0.95,0.460161478491017
27,0.96,0.46840143430089326
27,0.97,0.4792737149918639
27,0.98,0.49329283552048114
27,0.99,0.5134838192472619
28,0.01,0.03779521931143628
28,0.02,0.05026819401704131
28,0.03,0.05948306255221109
28,0.04,0.06973379496822826
28,0.05,0.07769360553613781
28,0.06,0.0859581309093703
28,0.07,0.09282261746519692
28,0.08,0.09979873095265189
28,0.09,0.10611692055583018
28,0.1,0.11253894221947679
28,0.11,0.12010956558010083
28,0.12,0.1267091460674007
28,0.13,0.13286379647829466
28,0.14,0.13843867084859451
28,0.15,0.14436092988249577
28,0.16,0.1512711791971916
28,0.17,0.15706349201520275
28,0.18,0.16283054126320595
28,0.19,0.16807310401880712
28,0.2,0.1731273670792474
28,0.21,0.1785619686137445
28,0.22,0.18471517123247355
28,0.23,0.18894054162120802
28,0.24,0.19360340520921004
28,0.25,0.1986373655929897
28,0.26,0.20407955581678625
28,0.27,0.20777164985448915
28,0.28,0.21210818282631833
28,0.29,0.21685243840863147
28,0.3,0.2217211405371282
28,0.31,0.22551211918348668
28,0.32,0.22962826912391546
28,0.33,0.234423828283635
28,0.34,0.23798798218372613
28,0.35,0.2416828065325167
28,0.36,0.24561718484530445
28,0.37,0.24944772909996776
28,0.38,0.2536820418780724
28,0.39,0.257557140846388
28,0.4,0.2615823052561593
28,0.41,0.2656015768088156
28,0.42,0.2685346085743891
28,0.43,0.2726800469007803
28,0.44,0.2763527858429939
28,0.45,0.27980978266192535
28,0.46,0.2838997714373643
28,0.47,0.2882566389856203
28,0.48,0.29189479731351464
28,0.49,0.29574373006950955
28,0.5,0.29911896936599736
28,0.51,0.3027366239634423
28,0.52,0.306584187402364
28,0.53,0.31044750099060253
28,0.54,0.31357247114852427
28,0.55,0.3167628072911588
28,0.56,0.32009247258463575
28,0.57,0.3233779265842099
28,0.58,0.32606180383036065
28,0.59,0.3289521241188162
28,0.6,0.3323027854996035
28,0.61,0.33534554305470365
28,0.62,0.33825361491563694
28,0.63,0.3411311411949491
28,0.64,0.343739670737723
28,0.65,0.34673087561927685
28,0.66,0.3497647506551837
28,0.67,0.35314107424255714
28,0.68,0.35686687485163093
28,0.69,0.359698755051714
28,0.7,0.36332878271397867
28,0.71,0.3665255559727024
28,0.72,0.36912727892232794
28,0.73,0.37200355200875196
28,0.74,0.3753942599459917
28,0.75,0.37869809038557395
28,0.76,0.3818639551798817
28,0.77,0.3847470187826462
28,0.78,0.388241068188992
28,0.79,0.3917522109010088
28,0.8,0.39553935772711646
28,0.81,0.39868862153101203
28,0.82,0.4020692829595949
28,0.83,0.4055228575436974
28,0.84,0.4089473584187555
28,0.85,0.4123218712423242
28,0.86,0.4165477691984654
28,0.87,0.42029873488065034
28,0.88,0.4249093787983852
28,0.89,0.42921540198359975
28,0.9,0.43308274811475467
28,0.91,0.4379620566103212
28,0.92,0.4430447683607454
28,0.93,0.44886836430175464
28,0.94,0.4557182639103285
28,0.95,0.4630690275358514
28,0.96,0.470936993538689
28,0.97,0.48098045505456827
28,0.98,0.4955342592951827
28,0.99,0.5153935317300803
29,0.01,0.036548350405043374
29,0.02,0.04868795465848547
29,0.03,0.060538484096563934
29,0.04,0.07183646164767857
29,0.05,0.0813673252321342
29,0.06,0.0896938778022003
29,0.07,0.09748905146252523
29,0.08,0.10394439080939097
29,0.09,0.11115937538349457
29,0.1,0.11791185916179975
29,0.11,0.12439727642473089
29,0.12,0.130530602360759
29,0.13,0.13690477603256626
29,0.14,0.14395487834788187
29,0.15,0.15068830285364862
29,0.16,0.15743890790874232
29,0.17,0.16316386042558562
29,0.18,0.16907137762917415
29,0.19,0.1742601907719003
29,0.2,0.17959490832703864
29,0.21,0.18447390397223182
29,0.22,0.18994548079815146
29,0.23,0.1948681597339219
29,0.24,0.20026542046789678
29,0.25,0.2053125516161517
29,0.26,0.21108209506464004
29,0.27,0.2151705326085621
29,0.28,0.22017599059403448
29,0.29,0.22372621000951953
29,0.3,0.22745185781777294
29,0.31,0.2314406428795025
29,0.32,0.23555588898417412
29,0.33,0.23952593450910473
29,0.34,0.24413829896312197
29,0.35,0.24847492576826705
29,0.36,0.2530454792951231
29,0.37,0.25714025958119435
29,0.38,0.2607545900051062
29,0.39,0.2641302360610408
29,0.4,0.26812874328254727
29,0.41,0.27153466514857094
29,0.42,0.27550073806634034
29,0.43,0.2787052859114456
29,0.44,0.28244386832367746
29,0.45,0.28587041756400966
29,0.46,0.28968215275771697
29,0.47,0.2930931800630507
29,0.48,0.29612367252511496
29,0.49,0.29952960908171
29,0.5,0.30287982044153217
29,0.51,0.30644810695044516
29,0.52,0.30936157402024494
29,0.53,0.3134394983396945
29,0.54,0.3167462688021294
29,0.55,0.3202662540763837
29,0.56,0.3234022941213212
29,0.57,0.3268680249604135
29,0.58,0.3305195344363513
29,0.59,0.33382213340093475
29,0.6,0.33656945739753186
29,0.61,0.33926010935517964
29,0.62,0.3425184930171901
29,0.63,0.34576059031582773
29,0.64,0.34907485030868357
29,0.65,0.3526308308710503
29,0.66,0.35545700283981346
29,0.67,0.35861259144254054
29,0.68,0.36178456950170373
29,0.69,0.3649849743012294
29,0.7,0.3674280560780999
29,0.71,0.3705902265362864
29,0.72,0.37398254225156385
29,0.73,0.3770534202748223
29,0.74,0.38045820886163295
29,0.75,0.3836400149186855
29,0.76,0.3870780272849884
29,0.77,0.38994968957395904
29,0.78,0.39362360813376357
29,0.79,0.39728665742590513
29,0.8,0.40113119408213976
29,0.81,0.40435985144533637
29,0.82,0.40767908411830317
29,0.83,0.4114757479574465
29,0.84,0.41542417433974144
29,0.85,0.4185115322168695
29,0.86,0.42253703803908926
29,0.87,0.4262841491530666
29,0.88,0.4315354438379226
29,0.89,0.436338043947348
29,0.9,0.4410861286443026
29,0.91,0.44557555283225964
29,0.92,0.45054463096638997
29,0.93,0.4572646469733771
29,0.94,0.4636707132860232
29,0.95,0.4711870297847219
29,0.96,0.4810456759865486
29,0.97,0.49043883971569185
29,0.98,0.5028730221688702
29,0.99,0.5233196567050239
30,0.01,0.03606296466511916
30,0.02,0.05132681631057712
30,0.03,0.06266398632113397
30,0.04,0.07106489449936239
30,0.05,0.08213882286611236
30,0.06,0.09043079265313954
30,0.07,0.09928134000129536
30,0.08,0.10541652271082018
30,0.09,0.11390305381233827
30,0.1,0.1213693284417132
30,0.11,0.1274522134760898
30,0.12,0.13387283369732034
30,0.13,0.1407796810796521
30,0.14,0.14831286349658349
30,0.15,0.15351829439024356
30,0.16,0.16022535934491217
30,0.17,0.16552877722867243
30,0.18,0.17085280136438954
30,0.19,0.17522929378557994
30,0.2,0.18106602881713035
30,0.21,0.1861924572714171
30,0.22,0.19244823423709756
30,0.23,0.1969804672363922
30,0.24,0.20143921680692636
30,0.25,0.2058392533012105
30,0.26,0.21061726960003443
30,0.27,0.21453377776042795
30,0.28,0.21908691099788785
30,0.29,0.22468830767899553
30,0.3,0.22927465787484336
30,0.31,0.23289522294406403
30,0.32,0.2365679044569003
30,0.33,0.24072729688803815
30,0.34,0.24516673761742203
30,0.35,0.25003482416998757
30,0.36,0.2538258353760312
30,0.37,0.25845830746369836
30,0.38,0.2628608333076048
30,0.39,0.2669045202554384
30,0.4,0.27093441371414023
30,0.41,0.27513938851565867
30,0.42,0.27910176499704514
30,0.43,0.2825454075030125
30,0.44,0.2866028450698074
30,0.45,0.2899737013640536
30,0.46,0.2934576153326022
30,0.47,0.297283055650243
30,0.48,0.30082717812482035
30,0.49,0.3042027343718429
30,0.5,0.3076268843826786
30,0.51,0.3112682856197468
30,0.52,0.3140440607731159
30,0.53,0.31760697946505967
30,0.54,0.3211473762113682
30,0.55,0.32435539032590305
30,0.56,0.3271782054273527
30,0.57,0.3308089097954504
30,0.58,0.3340288973777443
30,0.59,0.33725013516441754
30,0.6,0.34065680758821987
30,0.61,0.3440478686643117
30,0.62,0.34754807056868
30,0.63,0.3503791749862167
30,0.64,0.35351446497694816
30,0.65,0.3567852917660531
30,0.66,0.359704456362353
30,0.67,0.3629996048244477
30,0.68,0.3666159371677138
30,0.69,0.36985007778955425
30,0.7,0.3734505891233376
30,0.71,0.37663620352103694
30,0.72,0.37952298150417013
30,0.73,0.38291878132747675
30,0.74,0.3863244549436926
30,0.75,0.38912613339368096
30,0.76,0.3925032749499078
30,0.77,0.3961092759228677
30,0.78,0.39997340952806165
30,0.79,0.40309550122306004
30,0.8,0.4061192872640486
30,0.81,0.4092513569199954
30,0.82,0.41331024405470046
30,0.83,0.4167316496039431
30,0.84,0.4199798792408205
30,0.85,0.4236810457597051
30,0.86,0.4284733956360067
30,0.87,0.4329702015248262
30,0.88,0.43758365223389534
30,0.89,0.44324375844734665
30,0.9,0.44858027615095697
30,0.91,0.45265521507998496
30,0.92,0.4588363036319932
30,0.93,0.46575668081261185
30,0.94,0.47239960126471037
30,0.95,0.47958763693904316
30,0.96,0.48964594719889865
30,0.97,0.4991860255794833
30,0.98,0.5132336476261744
30,0.99,0.5361344999406544
31,0.01,0.03744850031520011
31,0.02,0.05076413379755786
31,0.03,0.061873691541996206
31,0.04,0.07170299520984391
31,0.05,0.08162917010441435
31,0.06,0.09006382903909489
31,0.07,0.09873113587990913
31,0.08,0.10663954146231049
31,0.09,0.1141333385305391
31,0.1,0.12193750986616866
31,0.11,0.12748560724421784
31,0.12,0.1343658875378446
31,0.13,0.140207322758115
31,0.14,0.14701102280923634
31,0.15,0.1547240045500842
31,0.16,0.16139761983310774
31,0.17,0.167137751612328
31,0.18,0.17152659151805605
31,0.19,0.17743500062344075
31,0.2,0.1826517559106187
31,0.21,0.18874139514907745
31,0.22,0.1939094651954258
31,0.23,0.19890304142333068
31,0.24,0.20449420749700917
31,0.25,0.2090569397328022
31,0.26,0.21386621410953618
31,0.27,0.21867590247013055
31,0.28,0.22349410273116121
31,0.29,0.22756497734626432
31,0.3,0.23208289267792542
31,0.31,0.23591382287329776
31,0.32,0.24019627272270114
31,0.33,0.24406057482658913
31,0.34,0.24841963665039957
31,0.35,0.2521567943284506
31,0.36,0.2562114322237997
31,0.37,0.259969015992989
31,0.38,0.26441986464343636
31,0.39,0.26856965077343975
31,0.4,0.2725347322444287
31,0.41,0.2760257684035474
31,0.42,0.27998342893431893
31,0.43,0.28325849412441007
31,0.44,0.2872524358208386
31,0.45,0.2907987117304445
31,0.46,0.2948228486558483
31,0.47,0.29854537900606887
31,0.48,0.302094662918286
31,0.49,0.3053680225764753
31,0.5,0.30846208220236293
31,0.51,0.3123019378004139
31,0.52,0.3160102408497743
31,0.53,0.31902844170776684
31,0.54,0.3228882164272934
31,0.55,0.3261594810714518
31,0.56,0.32998827861995
31,0.57,0.3338849202258883
31,0.58,0.3367524090774426
31,0.59,0.33990174928351075
31,0.6,0.3426394105056755
31,0.61,0.3456042576808969
31,0.62,0.3484467093003104
31,0.63,0.35152957681583613
31,0.64,0.3546982010224786
31,0.65,0.35819481126913977
31,0.66,0.3613921081091043
31,0.67,0.3647353144070355
31,0.68,0.36843989683485057
31,0.69,0.3714224392537817
31,0.7,0.37432626234934296
31,0.71,0.377584970449197
31,0.72,0.3810586273027759
31,0.73,0.38409842565318075
31,0.74,0.3874297432516102
31,0.75,0.3909634291496346
31,0.76,0.39469267610336906
31,0.77,0.39783885719754064
31,0.78,0.4011864603882934
31,0.79,0.40477383774037035
31,0.8,0.40846502370948734
31,0.81,0.41207891956945797
31,0.82,0.4162000460660682
31,0.83,0.42039547365582336
31,0.84,0.4244601637022126
31,0.85,0.428538755307471
31,0.86,0.43273178636681725
31,0.87,0.4372663035111386
31,0.88,0.4419985136782982
31,0.89,0.44709215465221225
31,0.9,0.4524489637940919
31,0.91,0.45832447376581525
31,0.92,0.46438023503499193
31,0.93,0.46962438255995664
31,0.94,0.47691643513735626
31,0.95,0.48477027288463065
31,0.96,0.49361237650167855
31,0.97,0.5029786394620053
31,0.98,0.5164921021206128
31,0.99,0.5365699031438477
32,0.01,0.03786238308106173
32,0.02,0.052083502508053464
32,0.03,0.06355765068186593
32,0.04,0.07284966833569136
32,0.05,0.08441258309001284
32,0.06,0.09248609121403853
32,0.07,0.10320593360779506
32,0.08,0.1121708195393484
32,0.09,0.11919907160513403
32,0.1,0.12647653449769483
32,0.11,0.13342685497162418
32,0.12,0.1412696052522952
32,0.13,0.14678018522581396
32,0.14,0.1534077972492814
32,0.15,0.15954292033823245
32,0.16,0.16524215227006114
32,0.17,0.17147808685029503
32,0.18,0.17655200301692472
32,0.19,0.1820209610318224
32,0.2,0.18764635971795443
32,0.21,0.19387257407381778
32,0.22,0.19937334459728906
32,0.23,0.2050452708575968
32,0.24,0.20959163344555173
32,0.25,0.21501668280938424
32,0.26,0.21975919080559392
32,0.27,0.22470419309416756
32,0.28,0.23065686131839855
32,0.29,0.2362052890509535
32,0.3,0.24032751370277575
32,0.31,0.2447024312968397
32,0.32,0.2489668751364458
32,0.33,0.25331367816314937
32,0.34,0.2578659697733151
32,0.35,0.2620274634451781
32,0.36,0.26610452484510344
32,0.37,0.26970987066948016
32,0.38,0.2732519663995023
32,0.39,0.2780338782014252
32,0.4,0.28137178448260636
32,0.41,0.2857279605249118
32,0.42,0.2896796285006255
32,0.43,0.2937311166829492
32,0.44,0.29724011254162414
32,0.45,0.30057937943757485
32,0.46,0.3042044297602432
32,0.47,0.30758750078325336
32,0.48,0.3109846299876959
32,0.49,0.314626824380525
32,0.5,0.3173424813168727
32,0.51,0.32020609281445317
32,0.52,0.32343023085605727
32,0.53,0.327217951580234
32,0.54,0.3314521106521034
32,0.55,0.33549180807004897
32,0.56,0.3388397190911105
32,0.57,0.3417196523452491
32,0.58,0.3449551496603264
32,0.59,0.3482135291739242
32,0.6,0.35138324436416446
32,0.61,0.3547013694256866
